rogram,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2002,WEEK #32,8/11/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,29,
SURVEY,2002,WEEK #32,8/11/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,31,
SURVEY,2002,WEEK #32,8/11/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,23,
SURVEY,2002,WEEK #32,8/11/2002,STATE,OHIO,39,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,88,
SURVEY,2002,WEEK #32,8/11/2002,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #32,8/11/2002,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #32,8/11/2002,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,71,
SURVEY,2002,WEEK #32,8/11/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,62,
SURVEY,2002,WEEK #32,8/11/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,77,
SURVEY,2002,WEEK #32,8/11/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,66,
SURVEY,2002,WEEK #32,8/11/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,93,
SURVEY,2002,WEEK #32,8/11/2002,STATE,TEXAS,48,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,30,
SURVEY,2002,WEEK #32,8/11/2002,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #32,8/11/2002,STATE,WASHINGTON,53,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,29,
SURVEY,2002,WEEK #32,8/11/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,28,
SURVEY,2002,WEEK #32,8/11/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,55,
SURVEY,2002,WEEK #32,8/11/2002,STATE,WISCONSIN,55,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,64,
SURVEY,2002,WEEK #33,8/18/2002,STATE,ARKANSAS,5,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,1,
SURVEY,2002,WEEK #33,8/18/2002,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,CALIFORNIA,6,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,0,
SURVEY,2002,WEEK #33,8/18/2002,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,IDAHO,16,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,35,
SURVEY,2002,WEEK #33,8/18/2002,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,32,
SURVEY,2002,WEEK #33,8/18/2002,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,63,
SURVEY,2002,WEEK #33,8/18/2002,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,IOWA,19,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,LOUISIANA,22,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,58,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MINNESOTA,27,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,63,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MINNESOTA,27,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,77,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,52,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MISSISSIPPI,28,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,1,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MISSOURI,29,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,0,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MONTANA,30,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,40,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,39,
SURVEY,2002,WEEK #33,8/18/2002,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,82,
SURVEY,2002,WEEK #33,8/18/2002,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,99,
SURVEY,2002,WEEK #33,8/18/2002,STATE,NEBRASKA,31,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,NORTH CAROLINA,37,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,49,
SURVEY,2002,WEEK #33,8/18/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,52,
SURVEY,2002,WEEK #33,8/18/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,41,
SURVEY,2002,WEEK #33,8/18/2002,STATE,OHIO,39,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #33,8/18/2002,STATE,OHIO,39,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,OKLAHOMA,40,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,OREGON,41,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,83,
SURVEY,2002,WEEK #33,8/18/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,77,
SURVEY,2002,WEEK #33,8/18/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,90,
SURVEY,2002,WEEK #33,8/18/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,84,
SURVEY,2002,WEEK #33,8/18/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #33,8/18/2002,STATE,TEXAS,48,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,45,
SURVEY,2002,WEEK #33,8/18/2002,STATE,TEXAS,48,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #33,8/18/2002,STATE,WASHINGTON,53,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,53,
SURVEY,2002,WEEK #33,8/18/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,54,
SURVEY,2002,WEEK #33,8/18/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,77,
SURVEY,2002,WEEK #33,8/18/2002,STATE,WISCONSIN,55,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,81,
SURVEY,2002,WEEK #34,8/25/2002,STATE,ARKANSAS,5,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,2,
SURVEY,2002,WEEK #34,8/25/2002,STATE,CALIFORNIA,6,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,1,
SURVEY,2002,WEEK #34,8/25/2002,STATE,IDAHO,16,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,56,
SURVEY,2002,WEEK #34,8/25/2002,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,55,
SURVEY,2002,WEEK #34,8/25/2002,STATE,IOWA,19,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #34,8/25/2002,STATE,LOUISIANA,22,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,68,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MINNESOTA,27,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,77,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MINNESOTA,27,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,88,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,70,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MISSISSIPPI,28,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,6,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MISSOURI,29,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,0,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MONTANA,30,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,58,
SURVEY,2002,WEEK #34,8/25/2002,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,57,
SURVEY,2002,WEEK #34,8/25/2002,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #34,8/25/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,70,
SURVEY,2002,WEEK #34,8/25/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,71,
SURVEY,2002,WEEK #34,8/25/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,60,
SURVEY,2002,WEEK #34,8/25/2002,STATE,OHIO,39,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,99,
SURVEY,2002,WEEK #34,8/25/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,87,
SURVEY,2002,WEEK #34,8/25/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,97,
SURVEY,2002,WEEK #34,8/25/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,94,
SURVEY,2002,WEEK #34,8/25/2002,STATE,TEXAS,48,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,61,
SURVEY,2002,WEEK #34,8/25/2002,STATE,WASHINGTON,53,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,69,
SURVEY,2002,WEEK #34,8/25/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,71,
SURVEY,2002,WEEK #34,8/25/2002,STATE,WISCONSIN,55,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,90,
SURVEY,2002,WEEK #35,9/1/2002,STATE,ARKANSAS,5,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,9,
SURVEY,2002,WEEK #35,9/1/2002,STATE,CALIFORNIA,6,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,3,
SURVEY,2002,WEEK #35,9/1/2002,STATE,IDAHO,16,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,73,
SURVEY,2002,WEEK #35,9/1/2002,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,73,
SURVEY,2002,WEEK #35,9/1/2002,STATE,IOWA,19,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #35,9/1/2002,STATE,LOUISIANA,22,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,76,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MINNESOTA,27,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,89,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MINNESOTA,27,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MINNESOTA,27,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,86,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MISSISSIPPI,28,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,13,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MISSOURI,29,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,1,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MONTANA,30,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,76,
SURVEY,2002,WEEK #35,9/1/2002,STATE,MONTANA,30,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,74,
SURVEY,2002,WEEK #35,9/1/2002,STATE,NEBRASKA,31,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #35,9/1/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,84,
SURVEY,2002,WEEK #35,9/1/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,85,
SURVEY,2002,WEEK #35,9/1/2002,STATE,NORTH DAKOTA,38,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,77,
SURVEY,2002,WEEK #35,9/1/2002,STATE,OHIO,39,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,100,
SURVEY,2002,WEEK #35,9/1/2002,STATE,PENNSYLVANIA,42,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,94,
SURVEY,2002,WEEK #35,9/1/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,99,
SURVEY,2002,WEEK #35,9/1/2002,STATE,SOUTH DAKOTA,46,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,98,
SURVEY,2002,WEEK #35,9/1/2002,STATE,TEXAS,48,,,,,,,0,,RICE,"RICE - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,74,
SURVEY,2002,WEEK #35,9/1/2002,STATE,WASHINGTON,53,,,,,,,0,,BARLEY,"BARLEY - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,87,
SURVEY,2002,WEEK #35,9/1/2002,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,88,
SURVEY,2002,WEEK #35,9/1/2002,STATE,WISCONSIN,55,,,,,,,0,,OATS,"OATS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",TOTAL,NOT SPECIFIED,96,
SURVEY,2002,WEEK #36,9/9/2001,STATE,ARKANSAS,5,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,0,
SURVEY,2002,WEEK #36,9/9/2001,STATE,CALIFORNIA,6,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,0,
SURVEY,2002,WEEK #36,9/9/2001,STATE,COLORADO,8,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,15,
SURVEY,2002,WEEK #36,9/9/2001,STATE,IDAHO,16,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,5,
SURVEY,2002,WEEK #36,9/9/2001,STATE,ILLINOIS,17,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,0,
SURVEY,2002,WEEK #36,9/9/2001,STATE,INDIANA,18,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,1,
SURVEY,2002,WEEK #36,9/9/2001,STATE,KANSAS,20,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,3,
SURVEY,2002,WEEK #36,9/9/2001,STATE,MICHIGAN,26,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,2,
SURVEY,2002,WEEK #36,9/9/2001,STATE,MISSOURI,29,,,,,,,0,,WHEAT,"WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",TOTAL,NOT SPECIFIED,0,
